<persName n="manual">Aast</persName> or <persName n="manual">Asi</persName>	father of <persName n="rel"><persName n="Amrou" key="ent0365=12">Amrou</persName></persName>	ch51	v09p172	ent0001	persName	father of <persName n="rel"><persName n="Amrou" key="ent0365=12">Amrou</persName></persName>, 
<persName n="forename">Cleodamus</persName>	fortifies Piraeus	ch10	v02p037	ent1668	persName	fortifies Piraeus, 
<persName n="qual2-daughter" type="daughter">Cleopatra</persName>	daughter of <persName n="rel">Emperor Maurice</persName>	ch46	v08p083	ent1669	persName	daughter of <persName n="rel">Emperor Maurice</persName>, 
<persName>Cleopatra</persName>	<roleName>queen</roleName>	ch28	v05p086	ent1670	persName	<roleName>queen</roleName>, library of, 
<persName>Cleopatra</persName>	<roleName>queen</roleName>	ch44	v07p353	ent1670	persName	concubine of <persName n="rel"><persName n="Mark Antony:Mark Antony" key="ent0485=1:ent4110=1">Mark Antony</persName></persName>, 
<persName n="rol4">Clepho</persName>	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Lombards" key="ent3826=21">Lombards</rs></rs></roleName>	ch45	v08p018	ent1671	persName	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Lombards" key="ent3826=21">Lombards</rs></rs></roleName>, 
<rs>Clergy</rs>	distinction of	ch15	v02p318	ent1672	noclass	distinction of, from laity, 
<rs>Clergy</rs>	distinction of	ch15	v02p319	ent1672	noclass	distinction of, from laity, 
<rs>Clergy</rs>	distinction of	ch20	v03p313	ent1672	noclass	order of, 
<rs>Clergy</rs>	distinction of	ch20	v03p313	ent1672	noclass	under the emperors, 
<rs>Clergy</rs>	distinction of	ch20	v03p317	ent1672	noclass	celibacy of, 
<rs>Clergy</rs>	distinction of	ch20	v03p317	ent1672	noclass	ordained by the bishops, 
<rs>Clergy</rs>	distinction of	ch20	v03p319	ent1672	noclass	exemptions of, 
<rs>Clergy</rs>	distinction of	ch20	v03p319	ent1672	noclass	number of, 
<rs>Clergy</rs>	distinction of	ch20	v03p320	ent1672	noclass	wealth of, 
<rs>Clergy</rs>	distinction of	ch20	v03p323	ent1672	noclass	civil jurisdiction, 
<rs>Clergy</rs>	distinction of	ch20	v03p325	ent1672	noclass	spiritual censorship of, 
<rs>Clergy</rs>	distinction of	ch20	v03p328	ent1672	noclass	public preaching of, 
<rs>Clergy</rs>	distinction of	ch20	v03p329	ent1672	noclass	legislative assemblies of, 
<rs>Clergy</rs>	distinction of	ch25	v04p207	ent1672	noclass	avarice of, restrained by <persName n="Valentinian I" key="ent6789=20">Valentinian</persName>, 
<rs>Clergy</rs>	distinction of	ch38	v06p262	ent1672	noclass	in <placeName n="Gaul" key="ent2698=28">Gaul</placeName>, 
<rs>Clergy</rs>	distinction of	ch47	v08p194	ent1672	noclass	clergy and bishops exiled and imprisoned by <persName n="Justin II:Justin Martyr:Justin I:Justin" key="ent3535=14:ent3536=6:ent3534=3:ent3533=1">Justin</persName>, 
<rs>Clergy</rs>	distinction of	ch49	v08p387	ent1672	noclass	under the Carlovingians, 
<placeName n="space-at-comma">Clermont</placeName>	estate of Avitus at	ch36	v06p092	ent1673	placeName	estate of Avitus at, 
<placeName n="space-at-comma">Clermont</placeName>	estate of Avitus at	ch36	v06p132	ent1673	placeName	besieged by the <rs type="ethnic" n="Visigoths" key="ent2846=49">Visigoths</rs>, 
<placeName n="space-at-comma">Clermont</placeName>	estate of Avitus at	ch58	v10p196	ent1673	placeName	council of, 
<placeName n="space-at-comma">Clermont</placeName>	estate of Avitus at	ch58	v10p197	ent1673	placeName	council of, 
<placeName n="space-at-comma">Cleves</placeName>	<persName n="Julian" key="ent3512=73">Julian</persName> at	ch22	v04p013	ent1674	placeName	<persName n="Julian" key="ent3512=73">Julian</persName> at, 
<persName n="rol4">Clodion</persName>	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Franks" key="ent2607=43">Franks</rs></rs></roleName>	ch35	v06p049	ent1675	persName	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Franks" key="ent2607=43">Franks</rs></rs></roleName>, occupies <placeName n="Tournay" key="ent6620=2">Tournay</placeName> and Cambray, 
<persName n="rol4">Clodion</persName>	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Franks" key="ent2607=43">Franks</rs></rs></roleName>	ch35	v06p050	ent1675	persName	death, 
<persName n="qual2-son" type="son">Clotaire</persName>	son of <persName n="rel"><persName n="Clovis" key="ent1678=21">Clovis</persName></persName>	ch38	v06p242	ent1676	persName	son of <persName n="rel"><persName n="Clovis" key="ent1678=21">Clovis</persName></persName>, constitution of, 
<persName n="qual2-wife" type="wife">Clotilda</persName>	wife of <persName n="rel"><persName n="Clovis" key="ent1678=21">Clovis</persName></persName>	ch38	v06p219	ent1677	persName	wife of <persName n="rel"><persName n="Clovis" key="ent1678=21">Clovis</persName></persName>, converts her husband, 
<persName n="qual2-wife" type="wife">Clotilda</persName>	wife of <persName n="rel"><persName n="Clovis" key="ent1678=21">Clovis</persName></persName>	ch38	v06p230	ent1677	persName	promotes his expedition against the <rs type="ethnic" n="Goths:Goths" key="ent2844=25:ent5554=1">Goths</rs>, 
<persName n="rol4">Clovis</persName>	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Franks" key="ent2607=43">Franks</rs></rs></roleName>	ch38	v06p212	ent1678	persName	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Franks" key="ent2607=43">Franks</rs></rs></roleName>, 
<persName n="rol4">Clovis</persName>	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Franks" key="ent2607=43">Franks</rs></rs></roleName>	ch38	v06p213	ent1678	persName	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Franks" key="ent2607=43">Franks</rs></rs></roleName>, 
<persName n="rol4">Clovis</persName>	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Franks" key="ent2607=43">Franks</rs></rs></roleName>	ch38	v06p212	ent1678	persName	birth of, 
<persName n="rol4">Clovis</persName>	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Franks" key="ent2607=43">Franks</rs></rs></roleName>	ch38	v06p214	ent1678	persName	character, 
<persName n="rol4">Clovis</persName>	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Franks" key="ent2607=43">Franks</rs></rs></roleName>	ch38	v06p214	ent1678	persName	defeats <persName n="Syagrius" key="ent6253=3">Syagrius</persName>, 
<persName n="rol4">Clovis</persName>	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Franks" key="ent2607=43">Franks</rs></rs></roleName>	ch38	v06p215	ent1678	persName	defeats <persName n="Syagrius" key="ent6253=3">Syagrius</persName>, 
<persName n="rol4">Clovis</persName>	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Franks" key="ent2607=43">Franks</rs></rs></roleName>	ch38	v06p216	ent1678	persName	adds Tongres to his dominions, 
<persName n="rol4">Clovis</persName>	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Franks" key="ent2607=43">Franks</rs></rs></roleName>	ch38	v06p217	ent1678	persName	defeats the Alemanni at Tolbiac, 
<persName n="rol4">Clovis</persName>	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Franks" key="ent2607=43">Franks</rs></rs></roleName>	ch38	v06p219	ent1678	persName	conversion of, 
<persName n="rol4">Clovis</persName>	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Franks" key="ent2607=43">Franks</rs></rs></roleName>	ch38	v06p220	ent1678	persName	baptism of, 
<persName n="rol4">Clovis</persName>	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Franks" key="ent2607=43">Franks</rs></rs></roleName>	ch38	v06p223	ent1678	persName	subdues <placeName n="Armorica" key="ent0596=10">Armorica</placeName>, 
<persName n="rol4">Clovis</persName>	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Franks" key="ent2607=43">Franks</rs></rs></roleName>	ch38	v06p235	ent1678	persName	war with the <rs type="ethnic" n="Burgundians" key="ent1196=20">Burgundians</rs>, 
<persName n="rol4">Clovis</persName>	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Franks" key="ent2607=43">Franks</rs></rs></roleName>	ch38	v06p226	ent1678	persName	victory of, near <placeName n="Dijon" key="ent2142=1">Dijon</placeName>, 
<persName n="rol4">Clovis</persName>	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Franks" key="ent2607=43">Franks</rs></rs></roleName>	ch38	v06p229	ent1678	persName	war with the <rs type="ethnic" n="Goths:Goths" key="ent2844=25:ent5554=1">Goths</rs>, 
<persName n="rol4">Clovis</persName>	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Franks" key="ent2607=43">Franks</rs></rs></roleName>	ch38	v06p229	ent1678	persName	conference with <persName n="Alaric" key="ent0208=2">Alaric</persName>, 
<persName n="rol4">Clovis</persName>	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Franks" key="ent2607=43">Franks</rs></rs></roleName>	ch38	v06p235	ent1678	persName	consulship of, 
<placeName n="space-at-comma">Cluverius on the Lombards</placeName>	<ref type="volpage" target="ch42:v07p178">vii.178 note</ref>. Cniva	ch42	v07p178	ent1679	placeName	
<placeName n="space-at-comma">Cluverius on the Lombards</placeName>	<ref type="volpage" target="ch42:v07p178">vii.178 note</ref>. Cniva	ch10	v02p012	ent1679	placeName	
<placeName n="space-at-comma">Cluverius on the Lombards</placeName>	<ref type="volpage" target="ch42:v07p178">vii.178 note</ref>. Cniva	ch31	v05p209	ent1679	placeName	
<placeName n="space-at-comma">Cluverius on the Lombards</placeName>	<ref type="volpage" target="ch42:v07p178">vii.178 note</ref>. Cniva	ch16	v03p025	ent1679	placeName	
<placeName n="space-at-comma">Cluverius on the Lombards</placeName>	<ref type="volpage" target="ch42:v07p178">vii.178 note</ref>. Cniva	ch24	v04p136	ent1679	placeName	
<placeName n="captured1-conquered-by">Cochinchina</placeName>	conquered by the <rs type="ethnic" n="Mongols or Moguls" key="ent4402=8">Mongols</rs>	ch64	v11p142	ent1680	placeName	conquered by the <rs type="ethnic" n="Mongols or Moguls" key="ent4402=8">Mongols</rs>, 
<name>Cochin</name>	King of	ch47	v08p192	ent1681	noclass	King of, grants privileges to the <rs type="religious" n="manual">Christians</rs> of St. Thomas, 
<title>Codex Argenteus</title>	Gothic	ch37	v06p181	ent1682	title	Gothic, 
<title>Codex Carolinus</title>	<ref type="volpage" target="ch49:v08p337">viii.337 note</ref>.</p>
	ch49	v08p337	ent1683	title	
<title n="manual">the Gregorian and the Hermogenian Codex</title>	<ref type="volpage" target="ch44:v07p316">vii.316</ref>.</p>
	ch44	v07p316	ent1684	title	
<title>Codex of Justinian</title>	<ref type="volpage" target="ch44:v07p329">vii.329 sqq.</ref>.</p>
	ch44	v07p329	ent1685	title	
<title>Codex of Justinian</title>	<ref type="volpage" target="ch44:v07p329">vii.329 sqq.</ref>.</p>
	ch44	v07p336	ent1685	title	second edition of, 
<title>Codex of Theodosius</title>	<ref type="volpage" target="ch27:v05p024">v.24 note</ref>.</p>
	ch27	v05p024	ent1687	title	
<title>Codex of Theodosius</title>	<ref type="volpage" target="ch27:v05p024">v.24 note</ref>.</p>
	ch33	v05p347	ent1687	title	laws against the Donatists in, 
<name>Codicils</name>	Roman law on	ch44	v07p364	ent1688	noclass	Roman law on, 
<name>Codicils</name>	Roman law on	ch44	v07p365	ent1688	noclass	Roman law on, 
<persName type="author1">Codinus</persName>	<ref type="volpage" target="ch17:v03p110">iii.110 note</ref>	ch17	v03p110	ent1689	persName	
<persName type="author1">Codinus</persName>	<ref type="volpage" target="ch17:v03p110">iii.110 note</ref>	ch18	v03p178	ent1689	persName	
<persName type="author1">Codinus</persName>	<ref type="volpage" target="ch17:v03p110">iii.110 note</ref>	ch43	v07p288	ent1689	persName	
<persName type="author1">Codinus</persName>	<ref type="volpage" target="ch17:v03p110">iii.110 note</ref>	ch60	v10p341	ent1689	persName	his account of honours and offices, 
<persName type="author2" n="heur1-poet">Codrus</persName>	Roman poet	ch31	v05p224	ent1690	persName	Roman poet, 
<name>Coemption</name>	<ref type="volpage" target="ch44:v07p345">vii.345</ref>	ch44	v07p345	ent1691	noclass	
<name>Coemption</name>	<ref type="volpage" target="ch44:v07p345">vii.345</ref>	ch44	v07p346	ent1691	noclass	
<persName type="author1">Coenobites</persName>	origin of	ch37	v06p157	ent1692	persName	origin of, 
<persName type="author1">Coenobites</persName>	origin of	ch37	v06p175	ent1692	persName	account of, 
<placeName n="manual">Coenum Gallicanum</placeName>	<ref type="volpage" target="ch19:v03p232">iii.232 note</ref>.</p>
	ch19	v03p232	ent1693	placeName	
<placeName n="captured2-taken-by">Cogende</placeName>	(Khojend)	ch64	v11p138	ent1694	placeName	(Khojend), city of, taken by the <rs type="ethnic" n="Mongols or Moguls" key="ent4402=8">Mongols</rs>, 
<name>Cognats</name>	<ref type="volpage" target="ch44:v07p360">vii.360</ref>.</p>
	ch44	v07p360	ent1695	noclass	
<name>Cohorts</name>	city	ch01	v01p022	ent1697	noclass	city, 
<name>Cohorts</name>	city	ch04	v01p116	ent1697	noclass	city, 
<persName>Coil</persName>	<roleName>British king</roleName>	ch14	v02p204	ent1698	persName	<roleName>British king</roleName>, 
<placeName n="manual">Coimbra</placeName>	treaty with <rs type="ethnic" n="Saracens" key="ent5753=11">Saracens</rs>	ch51	v09p220	ent1699	placeName	treaty with <rs type="ethnic" n="Saracens" key="ent5753=11">Saracens</rs>, 
<rs>Coinage</rs>	depreciation of	ch10	v02p058	ent1700	noclass	depreciation of, under <persName n="Gallienus" key="ent2676=5">Gallienus</persName>, 
<rs>Coinage</rs>	depreciation of	ch11	v02p097	ent1700	noclass	depreciation of, under <persName n="Gallienus" key="ent2676=5">Gallienus</persName>, 
<rs>Coinage</rs>	depreciation of	ch17	v03p160	ent1700	noclass	of <persName n="Constantine I or Constantine the Great" key="ent1784=66">Constantine the Great</persName>, 
<rs>Coinage</rs>	depreciation of	ch33	v05p353	ent1700	noclass	with head of <persName n="manual"><persName n="Count Boniface" key="ent1085=11">Boniface</persName></persName>, 
<rs>Coinage</rs>	depreciation of	ch62	v11p087	ent1700	noclass	under the Palzologi, 
<rs>Coinage</rs>	depreciation of	ch69	v12p068	ent1700	noclass	papal, 
<rs>Coinage</rs>	depreciation of	ch69	v12p088	ent1700	noclass	Roman republican, in twelfth and thirteenth centuries, 
<rs>Coinage</rs>	depreciation of	ch70	v12p167	ent1700	noclass	of the popes, 
<placeName n="qual2-colony" type="colony">Colchester</placeName>	Roman colony	ch02	v01p045	ent1701	placeName	Roman colony, 
<rs type="ethnic" n="manual">Colchians</rs>	bravery of	ch42	v07p218	ent1702	rs-ethnic	bravery of, 
<placeName n="captured1-conquered-by">Colchos</placeName>	conquered by <persName n="Trajan" key="ent6634=15">Trajan</persName>	ch01	v01p008	ent1703	placeName	conquered by <persName n="Trajan" key="ent6634=15">Trajan</persName>, 
<placeName n="captured1-conquered-by">Colchos</placeName>	conquered by <persName n="Trajan" key="ent6634=15">Trajan</persName>	ch42	v07p214	ent1703	placeName	also called Lazica or Mingrelia, 
<placeName n="captured1-conquered-by">Colchos</placeName>	conquered by <persName n="Trajan" key="ent6634=15">Trajan</persName>	ch42	v07p214	ent1703	placeName	description of, 
<placeName n="captured1-conquered-by">Colchos</placeName>	conquered by <persName n="Trajan" key="ent6634=15">Trajan</persName>	ch42	v07p216	ent1703	placeName	manners of the natives, 
<placeName n="captured1-conquered-by">Colchos</placeName>	conquered by <persName n="Trajan" key="ent6634=15">Trajan</persName>	ch42	v07p217	ent1703	placeName	<rs type="religious" n="Christians" key="ent1598=32">Christians</rs> of, 
<placeName n="captured1-conquered-by">Colchos</placeName>	conquered by <persName n="Trajan" key="ent6634=15">Trajan</persName>	ch42	v07p218	ent1703	placeName	revolutions of, 
<placeName n="captured1-conquered-by">Colchos</placeName>	conquered by <persName n="Trajan" key="ent6634=15">Trajan</persName>	ch42	v07p221	ent1703	placeName	revolts of, 
<persName n="qual2-leader" type="leader">Colias</persName>	Gothic leader	ch26	v04p300	ent1704	persName	Gothic leader, 
<name>Collaterals</name>	or assessors	ch70	v12p170	ent1706	noclass	or assessors, 
<title n="manual">Collatio episcoporum</title>	proved a forgery by <persName n="J. Havet" key="ent3004=1">Havet</persName>	ch38	v06p226	ent1707	title	proved a forgery by <persName n="J. Havet" key="ent3004=1">Havet</persName>, 
<orgName>electoral College</orgName>		ch49	v08p389	ent1708	noclass	, of <placeName n="Germany" key="ent2767=18">Germany</placeName>, 
<rs type="heresy" n="manual">Collyridian heresy</rs>	<ref type="volpage" target="ch50:v09p036">ix.36 and note</ref>.</p>
	ch50	v09p036	ent1709	rs-heresy	
<placeName n="space-at-comma">Cologne</placeName>	(Colonia)	ch09	v01p281	ent1710	placeName	(Colonia), 
<placeName n="space-at-comma">Cologne</placeName>	(Colonia)	ch10	v02p054	ent1710	placeName	<persName n="Posthumus" key="ent5223=4">Posthumus</persName> at, 
<placeName n="space-at-comma">Cologne</placeName>	(Colonia)	ch19	v03p260	ent1710	placeName	destroyed by <rs type="ethnic" n="Germans" key="ent2762=21">Germans</rs>, 
<placeName n="space-at-comma">Cologne</placeName>	(Colonia)	ch35	v06p050	ent1710	placeName	pillaged by <persName n="manual"><persName n="Clodion" key="ent1675=2">Clodion</persName></persName>, 
<placeName n="space-at-comma">Cologne</placeName>	(Colonia)	ch69	v12p071	ent1710	placeName	archbishops of, their relation to <placeName n="Rome" key="ent5517=159">Rome</placeName>, 
<persName n="forename">Colonatus</persName>	<ref type="volpage" target="ch09:v01p301">i.301 note</ref>.</p>
	ch09	v01p301	ent1711	persName	
<placeName n="qual1-sultanate" type="sultanate">Colonia</placeName>	Sultanate of	ch48	v08p299	ent1712	placeName	Sultanate of, 
<rs>Roman Colonies</rs>	<ref type="volpage" target="ch02:v01p044">i.44</ref>	ch02	v01p044	ent1713	noclass	
<rs>Roman Colonies</rs>	<ref type="volpage" target="ch02:v01p044">i.44</ref>	ch02	v01p045	ent1713	noclass	
<rs>Roman Colonies</rs>	<ref type="volpage" target="ch02:v01p044">i.44</ref>	ch02	v01p045	ent1713	noclass	in Britain and Spain, 
<rs>Roman Colonies</rs>	<ref type="volpage" target="ch02:v01p044">i.44</ref>	ch02	v01p045	ent1713	noclass	honorary colonies, 
<persName n="fore3"><forename>John</forename> <surname>Colonna</surname></persName>	<roleName>Marquis of <placeName>Ancona</placeName></roleName>	ch69	v12p118	ent1714	persName	<roleName>Marquis of <placeName>Ancona</placeName></roleName>, 
<persName n="fore3"><forename>John</forename> <surname>Colonna</surname></persName>	<roleName>Marquis of <placeName>Ancona</placeName></roleName>	ch71	v12p208	ent1714	persName	learning of, 
<persName n="fore3"><forename>John</forename> <surname>Colonna</surname></persName>	son of <persName n="rel"><surname>Stephen</surname> <addName n="pn-the">the Younger</addName></persName>	ch70	v12p146	ent1715	persName	son of <persName n="rel"><surname>Stephen</surname> <addName n="pn-the">the Younger</addName></persName>, 
<persName n="fore4"><forename>Marco</forename> <forename>Antonio</forename> <surname>Colonna</surname></persName>	<ref type="volpage" target="ch69:v12p118">xii.118 note</ref>.</p>
	ch69	v12p118	ent1716	persName	
<persName n="fore3"><forename>Peter</forename> <surname>Colonna</surname></persName>	<roleName>senator of <placeName n="Rome" key="ent5517=159">Rome</placeName></roleName>	ch69	v12p118	ent1718	persName	<roleName>senator of <placeName n="Rome" key="ent5517=159">Rome</placeName></roleName>, 
<persName n="fore3"><forename>Peter</forename> <surname>Colonna</surname></persName>	<roleName>senator of <placeName n="Rome" key="ent5517=159">Rome</placeName></roleName>	ch70	v12p136	ent1718	persName	arrested, 
<persName n="fore3"><forename>Peter</forename> <surname>Colonna</surname></persName>	<roleName>senator of <placeName n="Rome" key="ent5517=159">Rome</placeName></roleName>	ch70	v12p146	ent1718	persName	death, 
<persName n="heur1-Proto-notary">Colonna</persName>	Proto-notary	ch70	v12p174	ent1719	persName	Proto-notary, 
<rs n="qual2-family" type="family">Colonna</rs>	Roman family	ch69	v12p117	ent1720	rs-family	Roman family, 
<rs n="qual2-family" type="family">Colonna</rs>	Roman family	ch70	v12p177	ent1720	rs-family	splendour of, 
<rs n="qual2-family" type="family">Colonna</rs>	Roman family	ch71	v12p205	ent1720	rs-family	quarrels of, with the <rs type="family" n="Ursini:Savella Ursini" key="ent6750=4:ent6753=1">Ursini</rs>, 
<persName n="fore3"><forename>Sciarra</forename> <surname>Colonna</surname></persName>	<ref type="volpage" target="ch69:v12p108">xii.108</ref>	ch69	v12p108	ent1721	persName	
<persName n="fore3"><forename>Sciarra</forename> <surname>Colonna</surname></persName>	<ref type="volpage" target="ch69:v12p108">xii.108</ref>	ch69	v12p119	ent1721	persName	
<persName n="fore3"><forename>Stephen</forename> <surname>Colonna</surname></persName>	<addName>the Elder</addName>	ch69	v12p118	ent1722	persName	<addName>the Elder</addName>, 
<persName n="fore3"><forename>Stephen</forename> <surname>Colonna</surname></persName>	<addName>the Elder</addName>	ch69	v12p120	ent1722	persName	<addName>the Elder</addName>, 
<persName n="fore3"><forename>Stephen</forename> <surname>Colonna</surname></persName>	<addName>the Elder</addName>	ch70	v12p133	ent1722	persName	<addName>the Elder</addName>, 
<persName n="fore3"><forename>Stephen</forename> <surname>Colonna</surname></persName>	<addName>the Elder</addName>	ch70	v12p145	ent1722	persName	<addName>the Elder</addName>, 
<persName n="fore3"><forename>Stephen</forename> <surname>Colonna</surname></persName>	<addName>the Younger</addName>	ch69	v12p121	ent1723	persName	<addName>the Younger</addName>, 
<persName n="fore3"><forename>Stephen</forename> <surname>Colonna</surname></persName>	<addName>the Younger</addName>	ch69	v12p122	ent1723	persName	<addName>the Younger</addName>, 
<persName n="fore3"><forename>Stephen</forename> <surname>Colonna</surname></persName>	<addName>the Younger</addName>	ch70	v12p146	ent1723	persName	death of, 
<name>Colovion</name>	tunic worn by the Greek emperors	ch53	v09p336	ent1724	noclass	tunic worn by the Greek emperors, 
<persName n="mr-etc"><roleName>St.</roleName> <surname>Columba</surname></persName>	Monastery of	ch37	v06p163	ent1725	persName	Monastery of, 
<persName n="mr-etc"><roleName>St.</roleName> <surname>Columban</surname></persName>	<ref type="volpage" target="ch43:v07p277">vii.277 note</ref>.</p>
	ch43	v07p277	ent1726	persName	
<persName n="forename">Columbanus</persName>	rule of	ch37	v06p166	ent1727	persName	rule of, 
<persName n="forename">Columbanus</persName>	rule of	ch37	v06p169	ent1727	persName	rule of, 
<persName type="author1">Columella</persName>	author	ch31	v05p206	ent1728	persName	author, 
<placeName n="manual">Columna Regina</placeName>	at <placeName n="Rhegium" key="ent5452=2">Rhegium</placeName>	ch45	v08p028	ent1729	placeName	at <placeName n="Rhegium" key="ent5452=2">Rhegium</placeName>, 
<geogName n="qual2-mount" type="mountain">Mount Colzim</geogName>	Monastery of	ch37	v06p159	ent1730	geogName	Monastery of, at, 
<geogName n="qual2-mount" type="mountain">Mount Colzim</geogName>	Monastery of	ch37	v06p159	ent1730	geogName	Anthony at, 
<placeName n="space-at-comma">Comana</placeName>	temple of	ch17	v03p149	ent1731	placeName	temple of, 
<placeName n="space-at-comma">Comana</placeName>	temple of	ch32	v05p317	ent1731	placeName	<persName n="John Chrysostom" key="ent1613=21">Chrysostom</persName> at, 
<rs n="qual1-tribe" type="ethnic">Comans</rs>	Turkish tribe of	ch61	v11p014	ent1732	rs-ethnic	Turkish tribe of, serve under Bulgarian king, 
<rs n="qual1-tribe" type="ethnic">Comans</rs>	Turkish tribe of	ch61	v11p035	ent1732	rs-ethnic	under Alexius Strategopulus, 
<rs n="qual1-tribe" type="ethnic">Comans</rs>	Turkish tribe of	ch61	v11p036	ent1732	rs-ethnic	under Alexius Strategopulus, 
<rs n="qual1-tribe" type="ethnic">Comans</rs>	Turkish tribe of	ch64	v11p147	ent1732	rs-ethnic	under Alexius Strategopulus, 
<name>Comets</name>	<ref type="volpage" target="ch43:v07p291">vii.291</ref> <ref type="volpage" target="ch43:v07p292">sq. and note</ref>s.</p>
	ch43	v07p291	ent1734	noclass	
<name>Comets</name>	<ref type="volpage" target="ch43:v07p291">vii.291</ref> <ref type="volpage" target="ch43:v07p292">sq. and note</ref>s.</p>
	ch43	v07p292	ent1734	noclass	
<persName n="qual2-sister" type="sister">Comito</persName>	sister of the Empress Theodora	ch40	v07p010	ent1736	persName	sister of the Empress Theodora, 
<placeName n="qual1-morass" type="morass">Commachio</placeName>	morass of	ch45	v08p028	ent1737	placeName	morass of, 
<persName n="heur1-general">Commentiolus</persName>	general of the Emperor Maurice	ch46	v08p074	ent1738	persName	general of the Emperor Maurice, 
<name>Commerce</name>	despised by the plebeians of <placeName n="Rome" key="ent5517=159">Rome</placeName>	ch31	v05p216	ent1739	noclass	despised by the plebeians of <placeName n="Rome" key="ent5517=159">Rome</placeName>, 
<persName>Commodus</persName>	<roleName>emperor</roleName>	ch04	v01p107	ent1740	persName	<roleName>emperor</roleName>, shared the imperial power, 
<persName>Commodus</persName>	<roleName>emperor</roleName>	ch04	v01p107	ent1740	persName	reign, 
<persName>Commodus</persName>	<roleName>emperor</roleName>	ch04	v01p108	ent1740	persName	reign, 
<persName>Commodus</persName>	<roleName>emperor</roleName>	ch04	v01p108	ent1740	persName	death, 
<persName>Commodus</persName>	<roleName>emperor</roleName>	ch05	v01p143	ent1740	persName	accuses <persName n="Septimius Severus" key="ent5963=17">Severus</persName>, 
<persName>Commodus</persName>	<roleName>emperor</roleName>	ch16	v03p050	ent1740	persName	protected the <rs type="religious" n="Christians" key="ent1598=32">Christians</rs>, 
<rs n="qual1-family" type="family">Comneni</rs>	family of	ch48	v08p279	ent1741	rs-family	family of, 
<rs n="qual1-family" type="family">Comneni</rs>	family of	ch48	v08p280	ent1741	rs-family	genealogy of, 
<rs n="qual1-family" type="family">Comneni</rs>	family of	ch68	v12p059	ent1741	rs-family	extinction of, 
<persName n="forename">Comnenus</persName>	<persName n="Hadrian:Hadrian:Hadrian I:Hadrian IV:Hadrian" key="ent2956=19:ent5555=5:ent2953=4:ent2954=1:ent2955=1">Hadrian</persName>	ch48	v08p285	ent1743	persName	<persName n="Hadrian:Hadrian:Hadrian I:Hadrian IV:Hadrian" key="ent2956=19:ent5555=5:ent2953=4:ent2954=1:ent2955=1">Hadrian</persName>, 
<persName n="fore3"><forename>John</forename> <surname>Comnenus</surname></persName>	refuses the empire	ch48	v08p281	ent1744	persName	refuses the empire, 
<persName n="fore3"><forename>John</forename> <surname>Comnenus</surname></persName>	refuses the empire	ch48	v08p283	ent1744	persName	<persName n="Julius Caesar" key="ent1240=5">Caesar</persName>, 
<persName n="fore3"><forename>John</forename> <surname>Comnenus</surname></persName>	refuses the empire	ch48	v08p285	ent1744	persName	children of, 
<persName type="author1">Comparetti</persName>	on South Italian dialects	ch66	v11p276	ent1745	persName	on South Italian dialects, 
<persName n="qual2-palace" type="palace">Compiégne</persName>	Palace of the Merovingians at	ch52	v09p251	ent1746	persName	Palace of the Merovingians at, 
<placeName n="qual1-shrine" type="shrine">Compostella</placeName>	shrine of	ch15	v02p339	ent1747	placeName	shrine of, 
<rs>compurgators</rs>	<ref type="volpage" target="ch38:v06p246">vi.246</ref>.</p>
	ch38	v06p246	ent1748	noclass	
<placeName n="qual2-town" type="town">Comum</placeName>	town of Attila at	ch35	v06p068	ent1749	placeName	town of Attila at, 
<placeName n="qual2-town" type="town">Comum</placeName>	town of Attila at	ch39	v06p328	ent1749	placeName	lake of, 
<name>Conception</name>	doctrine of immaculate	ch50	v09p040	ent1750	noclass	doctrine of immaculate, 
<orgName>Conclave</orgName>	institution of the	ch69	v12p105	ent1751	noclass	institution of the, 
<rs type="divinity" n="manual">Concord</rs>	altar of	ch40	v07p065	ent1752	rs-divinity	altar of, in <placeName n="Elephantine" key="ent2305=2">Elephantine</placeName>, 
