Aast	ch51	v09p172	ent0001	(Asi), father of <persName n="rel">Amrou</persName>, 
Chalcis	ch52	v09p244	ent1507	<p>taken by the Saracens, 
Demetrius Chalcondyles	ch67	v11p290	ent1508	
Laonicus Chalcondyles	ch53	v09p366	ent1509	
Laonicus Chalcondyles	ch65	v11p207	ent1509	
Laonicus Chalcondyles	ch67	v11p245	ent1509	<p>Greek and Turkish history of, 
Laonicus Chalcondyles	ch62	v11p075	ent1509	<p>description of European countries, 
Laonicus Chalcondyles	ch67	v11p284	ent1509	<p>description of European countries, 
Laonicus Chalcondyles	ch67	v11p296	ent1509	<p>on schism of Constantinople, 
Laonicus Chalcondyles	ch67	v11p311	ent1509	<p>on Varna campaign, 
Laonicus Chalcondyles	ch68	v12p045	ent1509	<p>on sack of Constantinople, 
Châlons	ch11	v02p082	ent1511	battle of, 
Châlons	ch17	v03p163	ent1511	battle of, 
Châlons	ch34	v06p006	ent1511	<p>description of, 
Châlons	ch25	v04p215	ent1511	<p>description of, 
Chalybians	ch40	v07p066	ent1512	or <rs>Chaldeans</rs>, 
Chamavians	ch13	v02p159	ent1513	Frankish tribe (pagus Chamavorum), 
Chamavians	ch19	v03p270	ent1513	<p>subdued by Julian, 
Chamavians	ch19	v03p271	ent1513	<p>subdued by Julian, 
Chamavians	ch38	v06p240	ent1513	<p>code of (lex Chamavorum), vi 
Champagne St. Hilaire	ch38	v06p233	ent1515	village of, 
Chang-Tsong	ch64	v11p135	ent1517	death of, 
Chanse	ch26	v04p281	ent1518	province of, 
Chanson d’Antioche	ch58	v10p192	ent1519	
Chao-wu	ch46	v08p057	ent1520	<roleName n="manual">the great Khan</roleName>, invades Persia, 
Chapters	ch47	v08p174	ent1521	<addName>the Three</addName>, controversy of, 
Chararich	ch38	v06p213	ent1522	dominions of, 
Sir John Chardin	ch50	v09p046	ent1523	on Islam, 
Sir John Chardin	ch50	v09p104	ent1523	<p>on Hosein, 
Sir John Chardin	ch51	v09p230	ent1523	<p>on Persia, 
Charegites	ch50	v09p096	ent1524	or <rs type="religious" n="manual">Khiarejites</rs>, revolt of, 
Charigites	ch50	v09p059	ent1525	or Khazrajites, Arabian tribe, adopt Islam, 
Chariot races	ch16	v03p030	ent1526	
Chariot races	ch16	v03p031	ent1526	
Chariot races	ch40	v07p019	ent1526	
Charito	ch25	v04p179	ent1527	wife of <persName n="rel">Jovian</persName>, 
Charlemagne	ch38	v06p240	ent1528	studied laws of the Franks, 
Charlemagne	ch45	v08p034	ent1528	<p>falconers of, 
Charlemagne	ch38	v06p250	ent1528	<p>rustic code of, 
Charlemagne	ch49	v08p339	ent1528	<p>conquers the Lombards, 
Charlemagne	ch49	v08p344	ent1528	<p>alliance with <persName n="genname"><surname>Hadrian</surname> <genName n="1">I.</genName></persName>, 
Charlemagne	ch49	v08p344	ent1528	<p>at Rome, 
Charlemagne	ch49	v08p346	ent1528	<p>donation of, 
Charlemagne	ch49	v08p354	ent1528	<p>holds synod at Frankfort, 
Charlemagne	ch49	v08p354	ent1528	<p>assemblies of, 
Charlemagne	ch49	v08p354	ent1528	<p>church of, at Aachen, 
Charlemagne	ch49	v08p354	ent1528	<p>book of, 
Charlemagne	ch49	v08p356	ent1528	<p>pilgrimages to the Vatican, 
Charlemagne	ch49	v08p356	ent1528	<p>coronation of, 
Charlemagne	ch49	v08p359	ent1528	<p>reign, sqq.; character, 
Charlemagne	ch49	v08p359	ent1528	<p>name of, 
Charlemagne	ch49	v08p360	ent1528	<p>cruelty of, to the Saxons, 
Charlemagne	ch49	v08p360	ent1528	<p>laws of, 
Charlemagne	ch49	v08p361	ent1528	<p>Spanish expedition of, 
Charlemagne	ch49	v08p362	ent1528	<p>literary merits of, 
Charlemagne	ch49	v08p362	ent1528	<p>extent of his empire in France, 
Charlemagne	ch49	v08p365	ent1528	<p>instituted the Spanish March, 
Charlemagne	ch49	v08p365	ent1528	<p>founded eight bishoprics, 
Charlemagne	ch57	v10p183	ent1528	<p>protects the Latin pilgrims, 
Charles Martel	ch49	v08p337	ent1529	receives embassy of <persName n="genname"><roleName n="rolepref">Pope</roleName> <surname>Gregory</surname> <genName n="1">I.</genName></persName>, 
Charles Martel	ch49	v08p342	ent1529	<p>made patrician of Rome, 
Charles Martel	ch52	v09p254	ent1529	<p>made patrician of Rome, 
Charles Martel	ch53	v09p328	ent1529	<p>on the filioqgue question, 
Charles Martel	ch71	v12p195	ent1529	<p>palace of, at Aix la Chapelle, 
Charles Martel	ch71	v12p196	ent1529	<p>palace of, at Aix la Chapelle, 
Charles of Anjou	ch56	v10p078	ent1530	in Sicily, 
Charles of Anjou	ch56	v10p084	ent1530	<p>defeat and death, 
Charles of Anjou	ch69	v12p093	ent1530	<p>defeat and death, 
Charles the Bald	ch49	v08p364	ent1531	grants charter to monastery of Alaon, 
Charles the Bold	ch69	v12p080	ent1532	gives right of coinage to Zürich, 
Charles the Fat	ch49	v08p371	ent1533	
Charles IV.	ch49	v08p390	ent1534	of <placeName>Germany</placeName>, weakness of, 
Charles IV.	ch49	v08p390	ent1534	<p>founds University of Prague, 
Charles IV.	ch49	v08p391	ent1534	<p>ostentation of, 
Charles IV.	ch49	v08p393	ent1534	<p>contrast between Charles and Augustus, 
Charles IV.	ch70	v12p151	ent1534	<p>receives Rienzi, 
Charles IV.	ch70	v12p154	ent1534	<p>imperial coronation of, 
Charles V.	ch13	v02p189	ent1535	<roleName n="rulex">emperor</roleName>, 
Charles V.	ch31	v05p251	ent1535	<p>sack of Rome by, 
Charles V.	ch51	v09p232	ent1535	<p>in Northern Africa, 
Charles V.	ch70	v12p176	ent1535	<p>struggle of, with the popes, 
Charles V.	ch70	v12p161	ent1536	of <placeName>France</placeName>, defended by Baluze, 
Charles VI.	ch64	v11p172	ent1537	Histoire de <persName n="genname"><surname>Charles</surname> <genName n="6">VI.</genName></persName>, 
Charles VI.	ch64	v11p174	ent1537	<p>his gifts to Sultan Bajazet, 
Charles VI.	ch64	v11p178	ent1537	<p>assists Emperor Manuel, 
Charles VI.	ch67	v11p243	ent1537	<p>receives Emperor Manuel, 
Charles VI.	ch70	v12p164	ent1537	<p>receives Emperor Manuel, 
Charles XII.	ch06	v01p177	ent1539	of <placeName>Sweden</placeName>, 
M. Charmoy	ch65	v11p189	ent1540	account of Timour’s campaigns, 
Charon	ch48	v08p280	ent1541	name of a patrician, 
Charondas	ch44	v07p306	ent1542	laws of, 
Chateaubriand	ch31	v05p287	ent1543	on the assembly of the seven provinces, 
Chauci	ch10	v02p024	ent1544	
Chazars	ch55	v10p049	ent1545	tribe of in Hungary, 
Chelebi	ch48	v08p294	ent1547	Turkish title, 
Chemistry	ch52	v09p275	ent1548	science of, revived by the Arabs, 
Chemnis	ch47	v08p153	ent1549	in Upper Egypt, Nestorius buried at, 
Chemnis	ch47	v08p153	ent1549	<p>description of, 
Cherefeddin Ali	ch34	v06p016	ent1550	panegyrist of Tamerlane, 
Cherson	ch18	v03p188	ent1551	city of, 
Cherson	ch55	v10p070	ent1551	<p>Wolodomir at, 
Cherson	ch55	v10p070	ent1551	<p>capture of, 
Chersonesus Taurica	ch10	v02p031	ent1552	
Chersonesus Taurica	ch48	v08p228	ent1552	<p><persName n="genname"><surname>Justinian</surname> <genName n="2">II.</genName></persName> banished to, 
Chersonesus	ch34	v06p013	ent1553	Thracian, defeat of the Romans by Attila in, 
Chersonesus	ch40	v07p062	ent1553	<p>fortifications, a long wall of, 
Chersonites	ch18	v03p188	ent1554	allies of Constantine against the Goths, 
Chersonites	ch18	v03p189	ent1554	allies of Constantine against the Goths, 
Chersonites	ch18	v03p189	ent1554	<p>exemption of, from duties, 
Cherusci	ch10	v02p024	ent1555	
General Chesney	ch51	v09p125	ent1556	his survey of the Euphrates and Tigris, 
Chess	ch42	v07p204	ent1557	
Chess	ch65	v11p214	ent1557	<p>improved by Timour, 
Chester	ch02	v01p045	ent1558	Roman colony, 
Chiauss	ch60	v10p339	ent1559	office of, 
Childebert	ch38	v06p245	ent1560	laws of, 
Childebert	ch38	v06p255	ent1560	<p>attempt to conquer Auvergne, 
Childebert	ch45	v08p027	ent1560	<p>invades Italy, 
Childeric	ch36	v06p116	ent1561	exile of, 
Childeric	ch38	v06p212	ent1561	<p>marries Basina, 
Childeric	ch49	v08p340	ent1562	last Merovingian king, deposed, 
Chiliarchs	ch33	v05p345	ent1563	of Vandal army, 
China	ch13	v02p167	ent1564	in the third century A.D., 
China	ch26	v04p274	ent1564	in the third century A.D., 
China	ch30	v05p164	ent1564	in the third century A.D., 
China	ch40	v07p031	ent1564	<p>silk in, 
China	ch40	v07p004	ent1564	<p>early Chinese chronicle, 
China	ch40	v07p035	ent1564	<p>early Chinese chronicle, 
China	ch42	v07p188	ent1564	<p>Turks in, 
China	ch47	v08p190	ent1564	<p>Christianity in, 
China	ch47	v08p133	ent1564	<p>friendship of, with the Arabs, 
China	ch47	v08p134	ent1564	<p>paper manufacture in, 
China	ch64	v11p135	ent1564	<p>invaded by Zinghis Khan, 
China	ch64	v11p140	ent1564	<p>northern and southern empires of, 
Chionites	ch19	v03p254	ent1566	in the army of Sapor, 
Chiorli	ch61	v11p029	ent1567	town of, 
Chios	ch58	v10p271	ent1568	Island of, Turks driven from, 
Chios	ch68	v12p041	ent1568	<p>Giustiniani in, 
Chiozza	ch35	v06p070	ent1569	Isle of, 
Chishul	ch32	v05p307	ent1570	traveller, 
Chivalry	ch58	v10p220	ent1571	
Chlienes	ch48	v08p256	ent1572	
prince of Chlunm	ch64	v11p168	ent1575	
Chnodomar	ch19	v03p266	ent1576	
Chnodomar	ch19	v03p269	ent1576	<p>taken prisoner by Julian, 
Chodai-nama or book of Lords	ch42	v07p201	ent1577	
Chorasmia	ch26	v04p282	ent1579	province of, 
Chorepiscopi	ch20	v03p315	ent1580	or rural bishops, 
Chosroes I.	ch08	v01p270	ent1581	Nushirvan, <roleName>King of <placeName>Persia</placeName></roleName>, 
Chosroes I.	ch40	v07p081	ent1581	<p>seven philosophers at his court, 
Chosroes I.	ch40	v07p081	ent1581	<p>accession of, 
Chosroes I.	ch42	v07p198	ent1581	<p>date of accession, 
Chosroes I.	ch42	v07p197	ent1581	<p>proposed adoption by Justin, 
Chosroes I.	ch42	v07p198	ent1581	<p>meaning of <foreign>Nushirvan</foreign>, 
Chosroes I.	ch42	v07p198	ent1581	<p>character of, 
Chosroes I.	ch42	v07p199	ent1581	<p>appoints four viziers, 
Chosroes I.	ch42	v07p205	ent1581	<p>endless peace with Rome, 
Chosroes I.	ch42	v07p205	ent1581	<p>makes war against the Romans, 
Chosroes I.	ch42	v07p208	ent1581	<p>invades Syria, 
Chosroes I.	ch42	v07p209	ent1581	<p>ruins Antioch, 
Chosroes I.	ch42	v07p228	ent1581	<p>negotiations with Justinian, 
Chosroes I.	ch42	v07p230	ent1581	<p>empire of, 
Chosroes I.	ch51	v09p124	ent1581	<p>palace of, 
Chosroes II.	ch46	v08p061	ent1582	son of <persName n="rel">Hormouz</persName>, accession of, 
Chosroes II.	ch46	v08p062	ent1582	<p>flies to the Romans, 
Chosroes II.	ch46	v08p065	ent1582	<p>restored by Narses, 
Chosroes II.	ch46	v08p067	ent1582	<p>letters of, 
Chosroes II.	ch46	v08p086	ent1582	<p>invades the Roman Empire, 
Chosroes II.	ch46	v08p088	ent1582	<p>conquers Syria, 
Chosroes II.	ch46	v08p100	ent1582	<p>threatens Constantinople, 
Chosroes II.	ch46	v08p105	ent1582	<p>retreats before Heraclius, 
Chosroes II.	ch46	v08p116	ent1582	<p>flight, 
Chosroes II.	ch46	v08p118	ent1582	<p>murder of, 
Chosroes	ch08	v01p269	ent1583	
Chosroes	ch10	v02p042	ent1583	
Chosroes	ch18	v03p199	ent1584	son of <persName n="rel">Tiridates</persName>, 
Chosroes	ch32	v05p332	ent1585	rules over Eastern Armenia, 
Chosroiduchta	ch13	v02p166	ent1586	sister of <persName n="rel">Otas</persName>, 
Chozars	ch46	v08p111	ent1587	or <rs type="ethnic" n="manual">Khazars</rs>, relations of, with Heraclius, 
Chozars	ch48	v08p229	ent1587	<p><persName n="genname"><surname>Justinian</surname> <genName n="2">II.</genName></persName> seeks refuge with the, 
Chrabr	ch55	v10p032	ent1588	
Christ	ch16	v03p018	ent1589	date of birth and crucifixion of, 
Christ	ch46	v08p057	ent1589	<p>miraculous image of, 
Christ	ch46	v08p085	ent1589	<p>miraculous image of, 
Christ	ch46	v08p090	ent1589	<p>sepulchre of, burnt, 
Christ	ch47	v08p123	ent1589	<p>opinions concerning the nature of, 
Christ	ch49	v08p312	ent1589	<p>statue of, 
Christ	ch49	v08p313	ent1589	<p>correspondence with Abgarus, 
Christ	ch49	v08p313	ent1589	<p>picture of, 
Christ	ch50	v09p039	ent1589	<p>how regarded by Mahomet, 
Christian	ch56	v10p137	ent1590	
Christianity	ch14	v02p261	ent1591	inquiry into its progress and establishment, 
Christianity	ch15	v02p268	ent1591	<p>Jewish converts to, 
Christianity	ch15	v02p327	ent1591	<p>causes of, and historical view of its progress, 
Christianity	ch15	v02p332	ent1591	<p>in the East, 
Christianity	ch15	v02p334	ent1591	<p>in Egypt, 
Christianity	ch15	v02p336	ent1591	<p>in Rome, 
Christianity	ch15	v02p337	ent1591	<p>in Africa, 
Christianity	ch15	v02p341	ent1591	<p>beyond the empire, 
Christianity	ch16	v03p030	ent1591	<p>attitude of Hadrian to, 
Christianity	ch16	v03p031	ent1591	<p>attitude of Hadrian to, 
Christianity	ch20	v03p284	ent1591	<p>under Constantine, 
Christianity	ch20	v03p308	ent1591	<p>under Constantine, 
Christianity	ch25	v04p174	ent1591	<p>under Jovian, 
Christianity	ch28	v05p075	ent1591	<p>in Rome, 
Christianity	ch28	v05p104	ent1591	<p>Pagan ceremonies in, 
Christianity	ch38	v06p291	ent1591	<p>a cause of the fall of the western empire, 
Christianity	ch47	v08p188	ent1591	<p>a cause of the fall of the western empire, 
Christianity	ch55	v10p071	ent1591	<p>in the north of Europe, 
Christians	ch15	v02p278	ent1592	peculiar opinions of primitive, 
Christians	ch15	v02p295	ent1592	<p>their belief in miracles, 
Christians	ch15	v02p300	ent1592	<p>virtues and customs of primitive, 
Christians	ch15	v02p319	ent1592	<p>community of goods among, 
Christians	ch15	v02p319	ent1592	<p>tithes, 
Christians	ch15	v02p320	ent1592	<p>tithes, 
Christians	ch15	v02p336	ent1592	<p>under Nero, 
Christians	ch15	v02p341	ent1592	<p>proportion to Pagans, 
Christians	ch15	v02p344	ent1592	<p>poverty of, 
Christians	ch16	v03p015	ent1592	<p>confounded with the Jews, 
Christians	ch20	v03p285	ent1592	<p>favourably regarded by Constantine, 
Christians	ch20	v03p285	ent1592	<p>description of, under Constantine, 
Christians	ch20	v03p290	ent1592	<p>loyalty of, 
Christians	ch20	v03p291	ent1592	<p>loyalty of, 
Christians	ch20	v03p329	ent1592	<p>yearly synods, 
Christians	ch21	v03p344	ent1592	<p>respect for Plato, 
Christians	ch21	v03p351	ent1592	<p>doctrines of, 
Christians	ch21	v03p354	ent1592	<p>Arian controversy, 
Christians	ch21	v03p356	ent1592	<p>their sects, 
Christians	ch23	v04p084	ent1592	<p>Julian’s treatment of, 
Christians	ch50	v09p028	ent1592	<p>influence of, on the Mahometans, 
Christians	ch50	v09p036	ent1592	<p>of the seventh century relapse into semblance of paganism, 
Christians	ch58	v10p202	ent1592	<p>manners of, at time of first crusade, 
Christians	ch58	v10p202	ent1592	<p>their discipline of penance, 
Christians of St. John	ch50	v09p027	ent1593	in Bassora, 
Christmas day	ch22	v04p016	ent1594	origin of, 
Christopher	ch48	v08p239	ent1595	son of <persName n="rel"><forename n="fore6">Constantine</forename> <surname>Copronymus</surname></persName>, 
Christopher	ch48	v08p265	ent1596	son of <persName n="genname"><surname>Romanus</surname> <genName n="1">I.</genName></persName>, made emperor, 
Christopolis	ch56	v10p110	ent1597	pass of, 
Christopolis	ch56	v10p113	ent1597	<p>on the Greek frontier, 
Chronicon Farfense	ch49	v08p348	ent1599	
Chronique du religieux de Saint Denys	ch64	v11p172	ent1600	
Chrysanthius the philosopher	ch23	v04p056	ent1601	
Chrysanthius the philosopher	ch23	v04p069	ent1601	
Chrysanthius the philosopher	ch23	v04p070	ent1601	<p>high priest of Lydia, 
Chrysaphius	ch34	v06p034	ent1602	favourite of Theodosius the younger, 
Chrysaphius	ch34	v06p036	ent1602	<p>pardoned by Attila, 
Chrysaphius	ch47	v08p154	ent1602	<p>supports cause of Eutychius, 
Chrysaphius	ch47	v08p157	ent1602	<p>death, 
Chrysocheir the Paulician	ch48	v08p260	ent1603	
Chrysocheir the Paulician	ch54	v10p013	ent1603	<p>victories of, 
Chrysocheir the Paulician	ch54	v10p014	ent1603	<p>death, 
St. Peter Chrysologus	ch35	v06p078	ent1604	commends piety of Placidia, 
Manuel Chrysoloras	ch67	v11p281	ent1605	professor of Greek at Florence, 
Manuel Chrysoloras	ch67	v11p283	ent1605	<p>death, 
Manuel Chrysoloras	ch67	v11p283	ent1605	<p>his pupils, 
Manuel Chrysoloras	ch67	v11p293	ent1605	<p>compares Rome and Constantinople, 
Manuel Chrysoloras	ch67	v11p293	ent1605	<p>epistle of, to John Palaeologus, 
Manuel Chrysoloras	ch61	v11p020	ent1605	<p>death, 
Chrysopolis	ch14	v02p258	ent1606	battle of, 
Chrysopolis	ch17	v03p093	ent1606	battle of, 
Chrysopolis	ch52	v09p279	ent1606	<p>Harun al Rashid at, 
Chrysopolis	ch57	v10p179	ent1606	<p>tan Soliman entertained at, 
John Chrysostom	ch15	v02p334	ent1607	on the church at Antioch, 
John Chrysostom	ch20	v03p329	ent1607	<p>eloquence of, 
John Chrysostom	ch23	v04p080	ent1607	<p>on earthquake at Jerusalem, 
John Chrysostom	ch23	v04p081	ent1607	<p>on earthquake at Jerusalem, 
John Chrysostom	ch31	v05p288	ent1607	<p>on the luxury of Constantinople, 
John Chrysostom	ch32	v05p302	ent1607	<p>protects Eutropius, 
John Chrysostom	ch32	v05p303	ent1607	<p>homilies in defence of Eutropius, 
John Chrysostom	ch32	v05p308	ent1607	<p>election and merit of, 
John Chrysostom	ch32	v05p310	ent1607	<p>administration, 
John Chrysostom	ch32	v05p312	ent1607	<p>extends the jurisdiction of Constantinople, 
John Chrysostom	ch32	v05p313	ent1607	<p>persecution of, by Eudoxia, 
John Chrysostom	ch32	v05p316	ent1607	<p>exile, 
John Chrysostom	ch32	v05p317	ent1607	<p>death, 
John Chrysostom	ch32	v05p316	ent1607	<p>epistles of, 
John Chrysostom	ch32	v05p317	ent1607	<p>his relics brought to Constantinople, 
John Chrysostom	ch37	v06p163	ent1607	<p>on monastic life, 
John Chrysostom	ch47	v08p134	ent1607	<p>opposes Apollinaris, 
Chundo	ch38	v06p252	ent1608	chamberlain of <persName n="rel">Gontran</persName>, <roleName>King of <placeName>Burgundy</placeName></roleName>, 
Christian Church	ch15	v02p309	ent1609	government of primitive, 
Christian Church	ch15	v02p319	ent1609	<p>wealth of, 
Christian Church	ch15	v02p322	ent1609	<p>revenues of, 
Christian Church	ch15	v02p323	ent1609	<p>excommunication in, 
Christian Church	ch15	v02p324	ent1609	<p>excommunication in, 
Christian Church	ch20	v03p320	ent1609	<p>property of, secured by edict of Milan, 
Christian Church	ch21	v03p348	ent1609	<p>authority of, 
Christian Church	ch23	v04p084	ent1609	<p>disendowed by Julian, 
Christian Church	ch47	v08p161	ent1609	<p>Eastern Church torn with discord, 
Christian Church	ch47	v08p182	ent1609	<p>union of the Latin and Greek, 
Christian Church	ch67	v11p252	ent1609	<p>corruption of the Latin, 
Christian Church	ch67	v11p264	ent1609	<p>union of the Latin and Greek, concluded at Ferrara and Florence, 
Christian Church	ch67	v11p268	ent1609	<p>treaty between the Greek and Latin, 
Christian Churches	ch20	v03p322	ent1610	under Constantine, 
Christian Churches	ch20	v03p325	ent1610	<p>privilege of sanctuary transferred to, 
Chu Yuen Chang	ch64	v11p152	ent1611	revolt of, 
Chu Yuen Chang	ch64	v11p152	ent1611	<p>founds Ming dynasty, 
Cibalis	ch14	v02p246	ent1612	battle near, 
Cibossa	ch54	v10p004	ent1613	church of Paulicians at, 
Cicero	ch02	v01p037	ent1614	De natura Deorum, 
Cicero	ch02	v01p039	ent1614	<p>attitude to religion, 
Cicero	ch03	v01p105	ent1614	<p>attitude to religion, 
Cicero	ch06	v01p210	ent1614	<p>attitude to religion, 
Cicero	ch15	v02p284	ent1614	<p>on the immortality of the soul, 
Cicero	ch21	v03p346	ent1614	<p>on Plato’s Timeus, 
Cicero	ch28	v05p073	ent1614	<p>aspired to the Augurate, 
Cicero	ch44	v07p308	ent1614	<p>on the Twelve Tables, 
Cicero	ch44	v07p318	ent1614	<p>on the Twelve Tables, 
Cicero	ch44	v07p322	ent1614	<p>account of De Legibus, 
Cilicia	ch05	v01p151	ent1615	province, war in, between Severus and Pescennius Niger, 
Cilicia	ch10	v02p045	ent1615	<p>Persian conquest of, 
Cilicia	ch12	v02p110	ent1615	<p>invaded by Alani, 
Cilicia	ch46	v08p100	ent1615	<p>Cilician gates, 
Cilicia	ch52	v09p309	ent1615	<p>conquest of, by Nicephorus, 
Cillium	ch43	v07p241	ent1616	or Colonia Cillitana, 
Cillium	ch51	v09p170	ent1616	<p>subdued by the Saracens, 
Cillium	ch59	v10p272	ent1616	<p>wars of. Alexius in, 
Cimbri	ch25	v04p220	ent1617	
Cineas	ch31	v05p199	ent1618	councillor of Pyrrhus, 
Cinnamus	ch59	v10p278	ent1620	historian, prejudice of, 
Circassians	ch65	v11p196	ent1621	dynasty of, 
Circesium	ch07	v01p245	ent1622	site of, 
Circesium	ch13	v02p175	ent1622	<p>fortified by Diocletian, 
Circesium	ch24	v04p121	ent1622	<p>Julian at, 
Circesium	ch24	v04p123	ent1622	<p>Julian at, 
Circesium	ch40	v07p066	ent1622	<p>Julian at, 
Circesium	ch46	v08p063	ent1622	<p>Chosroes at, 
Circumcellions	ch21	v03p405	ent1623	sect of, 
Circumcellions	ch33	v05p347	ent1623	<p>tunnels of, in Africa, 
Circumcision	ch15	v02p267	ent1624	
Circumcision	ch15	v02p273	ent1624	
Circumcision	ch42	v07p217	ent1624	<p>practised by Mahometans on the Euxine, 
Circumcision	ch47	v08p213	ent1624	<p>condemned in Abyssinia by the Jesuits, 
Roman Circus	ch31	v05p220	ent1625	
Roman Circus	ch40	v07p019	ent1625	<p>factions of the, at Rome and Constantinople, 
Roman Circus	ch46	v08p078	ent1625	<p>factions of, abandon the Emperor Maurice, 
Richard of Cirencesten	ch02	v01p045	ent1626	
Richard of Cirencesten	ch25	v04p226	ent1626	
Richard of Cirencesten	ch31	v05p283	ent1626	<p>on cities of Britain, 
Cirta	ch14	v02p224	ent1627	
Cirta	ch18	v03p186	ent1627	
Cirta	ch33	v05p355	ent1627	<p>opposes Gaiseric, 
Cirta	ch41	v07p110	ent1627	<p>duke of, 
Citadels of the Alps	ch14	v02p229	ent1628	
Citeaux	ch59	v10p284	ent1629	monastery of, 
Cities	ch02	v01p061	ent1630	in the Roman empire, 
Cities	ch02	v01p061	ent1630	<p>in ancient Italy, 
Cities	ch02	v01p061	ent1630	<p>in Britain, Gaul, and Spain, 
Cities	ch02	v01p062	ent1630	<p>in Africa and Asia, 
Cities	ch31	v05p282	ent1630	<p>of Britain, 
Cities	ch31	v05p283	ent1630	<p>of Britain, 
Cities	ch53	v09p322	ent1630	<p>decay of the cities of the Western Empire, 
Cities	ch53	v09p322	ent1630	<p>wealth of the Eastern cities, 
Citizenship under Caracalla	ch06	v01p211	ent1631	
Citron on wood	ch47	v08p199	ent1632	valued by the Romans, 
City of God	ch31	v05p243	ent1633	work of St. Augustine, 
Cius	ch10	v02p035	ent1634	
Civetot	ch58	v10p212	ent1635	crusaders at, 
Civilians	ch33	v06p001	ent1636	Roman, 
Civilis the Batavian	ch09	v01p298	ent1637	
Civitate	ch56	v10p094	ent1638	battle of, 
Clairvaux	ch59	v10p284	ent1640	monastery of, 
Clarissimi	ch17	v03p109	ent1641	Roman senators, 
Classics	ch59	v10p277	ent1642	Greek and Latin, 
Classics	ch68	v12p050	ent1642	<p>losses, and partial preservation, of, 
Classis	ch30	v05p163	ent1643	harbour of Ravenna, 
Classis	ch45	v08p026	ent1643	<p>pillaged by <roleName>Duke of <placeName>Spoleto</placeName></roleName>, 
Claudia	ch23	v04p051	ent1644	miracle of, 
Claudia	ch23	v04p052	ent1644	miracle of, 
Claudian	ch29	v05p119	ent1645	portrait of Serena, 
Claudian	ch29	v05p123	ent1645	<p>on death of <persName n="rel">Rufinus</persName>, 
Claudian	ch29	v05p135	ent1645	<p>epithalamium, 
Claudian	ch30	v05p147	ent1645	<p>epithalamium, 
Claudian	ch30	v05p149	ent1645	<p>epigram on old man at Verona, 
Claudian	ch30	v05p156	ent1645	<p>on battle of Pollentia, 
Claudian	ch30	v05p191	ent1645	<p>account of, 
Claudian	ch32	v05p291	ent1645	<p>on Eutropius, 
Claudian	ch32	v05p293	ent1645	<p>on Eutropius, 
Claudiopolis	ch02	v01p056	ent1646	baths at, 
Claudius I.	ch03	v01p091	ent1647	elected emperor, 
Claudius I.	ch03	v01p096	ent1647	elected emperor, 
Claudius I.	ch05	v01p134	ent1647	elected emperor, 
Claudius II.	ch10	v02p013	ent1648	at Thermopylae, 
Claudius II.	ch11	v02p061	ent1648	<p>origin, 
Claudius II.	ch11	v02p061	ent1648	<p>reign, 
Claudius II.	ch11	v02p066	ent1648	<p>letter of, 
Claudius II.	ch11	v02p066	ent1648	<p>victories over the Goths, 
Claudius II.	ch11	v02p068	ent1648	<p>victories over the Goths, 
Claudius II.	ch10	v02p002	ent1648	<p>death, 
Claudius	ch17	v03p108	ent1649	a freedman, 
Claudius Quadrigarius the annalist	ch44	v07p342	ent1650	
Cleander	ch04	v01p114	ent1651	minister of Commodus, 
Ezra Cleaveland	ch61	v11p043	ent1652	<title n="manual">History of the Courtenays</title>, 
Clematius of Alexandria	ch19	v03p228	ent1653	
Flavius Clemens	ch15	v02p312	ent1654	
Flavius Clemens	ch16	v03p026	ent1654	<p>execution of, 
Clemens of Alexandria	ch15	v02p304	ent1655	
Clemens of Alexandria	ch15	v02p343	ent1655	
Clement III.	ch56	v10p123	ent1656	<roleName n="rulex">Pope</roleName>, 
Clement III.	ch69	v12p090	ent1656	<roleName n="rulex">Pope</roleName>, 
Clement V.	ch69	v12p109	ent1657	<roleName n="rulex">Pope</roleName>, at Avignon, 
Clement V.	ch69	v12p111	ent1657	<p>appoints cardinals, 
Clement VI.	ch67	v11p235	ent1658	<roleName n="rulex">Pope</roleName>, his negotiations with Cantacuzene, 
Clement VI.	ch67	v11p236	ent1658	<p>Lives of, 
Clement VI.	ch69	v12p114	ent1658	<p>celebrates second jubilee, 
Clement VI.	ch70	v12p129	ent1658	<p>addressed by Rienzi, 
Clement VI.	ch70	v12p135	ent1658	<p>confirms his title, 
Clement VI.	ch70	v12p142	ent1658	<p>summoned by Rienzi, 
Clement VI.	ch70	v12p148	ent1658	<p>his Bulls against Rienzi, 
Clement VI.	ch70	v12p152	ent1658	<p>his death, 
Clement VI.	ch70	v12p154	ent1658	<p>Petrarch’s exhortation to, 
Clement VI.	ch70	v12p156	ent1658	<p>Petrarch’s exhortation to, 
Clement VII.	ch70	v12p160	ent1659	<roleName n="rulex">Pope</roleName> (Robert of Geneva), his election, 
Clement VIII.	ch70	v12p175	ent1660	invades Ferrara, 
Clementines	ch21	v03p342	ent1661	the, 
Cleodamus	ch10	v02p037	ent1662	fortifies Piraeus, 
Cleopatra	ch46	v08p083	ent1663	daughter of <persName n="rel">Emperor Maurice</persName>, 
Cleopatra	ch28	v05p086	ent1664	library of, 
Cleopatra	ch44	v07p353	ent1664	<p>concubine of <persName n="rel"><forename n="fore6">Mark</forename> <surname>Antony</surname></persName>, 
